S.No	Message	Category	Sub Category	New Sub Category	Negative or Not	Remarks
5548	Since the resources are less ,we will meet at 11 pm ,to make tasks done	To-Do	Event	TD_Event		
3613	Person has been killed at atm	Emergency	Police	E_Police		
893	I'm meeting Tom today	To-Do	General	TD_General		
9341	Maid stole expensive necklace from my house. Help needed	Emergency	Personal	E_Personal		
6116	I have difficulty in swallowing and feel pressure on throat.Kindly help asap	Emergency	Health	E_Health		
3059	Call me back its urgent	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
9910	Dad is out already…will bring your medicines on the way.let us know which one to bring	To-Do	General	TD_General		
1348	Did you really call in sick?	General	General	G_General		
6557	review wireframes	To-Do	General	TD_General		
1917	be right on time	General	General	G_General_Neg	N_Emergency_Personal	
4870	Chemistry exam is scheduled to Friday 10.am	To-Do	Event	TD_Event		
11017	Head Injury	Emergency	Health	E_Health		
11142	last day to pay internet/telephone bill	To-Do	Urgent_Normal	TD_Urgent_Normal		
1500	Let's call them together for a meeting. @ 10 am	To-Do	Event	TD_Event		
12354	Dear Customer, regarding the network issue with Service Request no. XXXXXXXX on your Airtel No., you were facing a temporary issue and necessary action has been taken to resolve the same. We hope you are able to enjoy Airtel services now. To check network coverage in your area, click airtel.in/opennetwork. Thank you.	General	General	G_General		
2879	Its an emergency, please call back	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
6168	Instant medication program conducting today. Please book tickets	Emergency	Health	E_Health		
1069	She is attending tomorrow's meeting	General	General	G_General		
7422	Catch up for today party at 9PM XYZ restaurant	To-Do	Event	TD_Event		
7144	Parents meeting tomorrow by 12:30Pm	To-Do	Event	TD_Event		
3019	Can you check whether i locked my room or not	General	General	G_General		
153	I met him on the street the on sunday	General	General	G_General		
10990	Got Scorpian bite.	Emergency	Health	E_Health		
63	We visited a small, hundred year-old church on Park Street and met an old friend there.	General	General	G_General		
12976	Her wardrobe is on fire, go get the fire extinguisher quickly	Emergency	Fire	E_Fire		
5008	Collect the test reports, I need them for the check up	General	General	G_General_Neg	N_Emergency_Health	
3466	I lost my wallet, please help me out.	Emergency	Personal	E_Personal		
9152	Warning call; Kid out of range area.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
5349	Please give us a call now if you want to participate in the workshop	To-Do	Urgent_Normal	TD_Urgent_Normal		
6894	Heard one of the planes caught fire while crashlanding in Bangalore airport, hope you reached safely.	General	General	G_General		
8982	Urgent, Need to take some decisions to maintain cleanliness amd safety measures, Please callback to decide on plan	To-Do	General	TD_Urgent_CallBack		
10490	Dear CSR memberr lets meet and discuss about this month activity.	To-Do	General	TD_General		
12774	Bro .. Lets decide on where to go today ..	To-Do	General	TD_General		
8947	Limited vacancies in ABC group company, Please callback immedaitely to apply	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
6240	There's a fire in the building. We have to call fire station immediately.	To-Do	Urgent_Normal	TD_Urgent_Normal		
7814	Stuck in traffic send message I am late	General	General	G_General		
1661	I was going to call and tell Tom everything.	To-Do	Urgent_Normal	TD_Urgent_Normal		
788	I will meet Tom at a club	To-Do	General	TD_General		
10632	Tom said it is urgent to finish his business meeting	To-Do	Urgent_Normal	TD_Urgent_Normal		
7868	I am going to Shopping mall	General	General	G_General		
12878	Enjoy FREE Data on your Airtel Postpaid this holiday season! Just Log-on to My Airtel App to claim FREE Data for 3 months. Offer Valid till 30 -April-17 only	General	General	G_General		
2938	Someone has surrounded by fire in the 2nd floor, please call the ambulance	Emergency	Fire	E_Fire		
1350	He calls her up every night.	General	General	G_General		
11277	friend are coming at home send home address to them urgently I don’t have correct phone no	To-Do	Urgent_Normal	TD_Urgent_Normal		
1041	I got up early in order to attend the meeting at 9am	To-Do	Event	TD_Event		
518	give a call to chef if you like the food	To-Do	General	TD_General		
1788	Could you ask Tom to call Mary?	General	General	G_General		
2932	lets go to gandhi street to help people in evacuating the area, that area is on fire	Emergency	Fire	E_Fire		
5146	Please hurry, it's urgent.	To-Do	Urgent_Normal	TD_Urgent_Normal		
6844	Urgent, fire in the parking area, please call firestation	Emergency	Fire	E_Fire		
6697	My lightbulb just caught on fire. Can you get new light bulb?	General	General	G_General		
11120	flood situation,someone is drowning next to your house.gp help him.you are a swimmer	To-Do	General	TD_General		
3873	Friend met with the accident, please check the operation theatre availability.	Emergency	Health	E_Health		
6078	Emergency! Can i get the online chat link for the hospital? I need to discuss with doctors immediately	Emergency	Health	E_Health		
6601	call client about final proposal	To-Do	General	TD_General		
2551	Met with an accident near XXX, someone help please	Emergency	Health	E_Health		
8588	you're so much in hurry.. any panic there?	General	General	G_General		
4151	I have lost my passport. Please help.	Emergency	Police	E_Police		
12895	Last week by grand mother hospitalised....she is died today...i m leaving for the day...	General	General	G_General_Neg	N_Emergency_Personal	
9608	Doctors told him to join in sanitorium, he needs complete rest	Emergency	Health	E_Health		
4838	join us on the Baby Shower ceremony of my daughter on 5/5/2017	To-Do	Event	TD_Event		
5117	Could you please call Tom and infrom regarding the yesterday's meeting. As I am running late for work	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
2409	A retirement center under construction in south St. Louis County was gutted by fire early Wednesday	Emergency	Fire	E_Fire		
5786	get the flour in coming next 3 days	To-Do	Urgent_Normal	TD_Urgent_Normal		
1460	You can't call Tom.	General	General	G_General		
6727	I hope you haven’t forgotten about our meeting this afternoon.	General	General	G_General_Neg	N_Emergency_Personal	
6060	Friend dieing due to heart failure. We are in Brand facoty. Please call	Emergency	Health	E_Health		
10685	Let's call to him to come immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
2393	Fire Claims Life of Malaga Woman	Emergency	Fire	E_Fire		
8135	Many pepole caught in fire and died in Mallya hospital. Call for emergency to save people stuck.	Emergency	Fire	E_Fire		
4333	Elder people are beaten up by landowner.	Emergency	Police	E_Police		
6619	send follow-up notes	To-Do	General	TD_General		
8364	School fees pending from long time, call school authorities as soon as possible	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
6850	Fire at first floor, we are stuck inside, help ASAP	Emergency	Fire	E_Fire		
13137	so many people are stuck in firee.. Call as many people as possible for help.	Emergency	Fire	E_Fire		
2700	Yes, Monday, April 3, 2017 is fine to meet up.	To-Do	Event	TD_Event		
11418	Hungry kya? If yes then, order your favourite meal Â¡ 10% off. Use code SEPT10 & let the food mania begin. Order here https://goo.gl/zOPpMo (Valid on COD too)	General	General	G_General		
11551	Get deliciousness delivered @ your doorstep with flat 10% off. Use code FLASH10 & order now https://goo.gl/zOPpMo. Enjoy 20% freecharge cashback too.	General	General	G_General		
4389	School teacher beaten up students very badly.	Emergency	Police	E_Police		
2201	If I lost my gold in Home , call police for investigation	Emergency	Police	E_Police		
9463	Bleeding profusely, call an ambulance immediately	Emergency	Health	E_Health		
4918	let's meet Rahul today at 4pm before leaving to Korea	To-Do	Event	TD_Event		
171	We can see a goa over there.	General	General	G_General		
4315	Money laundering act is going on.	Emergency	Police	E_Police		
1736	I'll tell Tom to call you as as soon as possible as he gets in.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
1300	I'll call you up tomorrow.	To-Do	General	TD_General		
7136	Compelete auto biography ASAP.	To-Do	Urgent_Normal	TD_Urgent_Normal		
1131	The situation seemed to call for immediate action.	General	General	G_General		
5975	College fees to be paid as soon as possible	To-Do	Urgent_Normal	TD_Urgent_Normal		
7403	I simply cannot pass up your exciting invitation on Monday, May 9 at 1:00 p.m.	To-Do	Event	TD_Event		
9825	Emergency please leave	Emergency	Health	E_Health		
9850	We do not have any updates for this week's meeting, please exclude it from the status report.	To-Do	General	TD_General		
2846	Have you taken any notes in the meeting	General	General	G_General		
7315	You have a appointment for health checkup at 9AM in XYZ hospital.	To-Do	Event	TD_event		
5972	visit grandparents this month	To-Do	Urgent_Normal	TD_Urgent_Normal		
12325	Our 24*7 helpline numbers have changed. You can now reach us at 1860 210 2484 from anywhere in India. When calling from outside India dial +91 22 49552484.	General	General	G_General		
12216	Dear Customer, Thank you for making a payment of Rs. 4505.00/- to Eureka Forbes. Your customer code is ZZZZZZZZZ ( XYZ ).	General	General	G_General		
7213	Hair Salon appointment reminder: haircut tomorrow at 10:30am with Charles. Any questions, please call back.	To-Do	Event	TD_Event		
9704	inform Mahesh parents that he met with an accedent	Emergency	Health	E_Health		
10527	In todays meeting we will decide model price issue.	To-Do	General	TD_General		
8263	Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola	General	General	G_General		
9122	Bomb threat call to college	General	General	G_General		
6355	Need to plan tommorrow's meeting, please callback immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
12682	ALERT: You have accessed ur profile section on ONLINESBI at 05/03/2017 19:38. If not, pls change your passwords immediately	General	General	G_General		
11785	Need shoes? No cash? Shop Cashless @Bata stores or bata.in. Use ur Club points,Cr/Dbt Card, Paytm. Earn 2X points til 20Nov. TnC.To opt out call 91806700XXXX	General	General	G_General		
1475	I'll call you again	To-Do	General	TD_General		
7119	Vegitables are over please get.	To-Do	Urgent_Normal	TD_Urgent_Normal		
9116	College election announced	General	General	G_General		
11158	I am wating here at this place with your parents,aunty is facing some helth problem	To-Do	Urgent_Normal	TD_Urgent_Normal		
8599	Having lunch:)I'll be online in 10 mins?	To-Do	General	TD_General		
526	Please call me at seven tomorrow morning	To-Do	Event	TD_Event		
3823	Kids birth certificate missing, get duplicate certificate	To-Do	Urgent_Normal	TD_Urgent_Normal		
5264	building on fire, help someone	Emergency	Fire	E_Fire		
11341	My kid's cycle is missing Please inform me if any one found .	General	General	G_General_Neg	N_Emergency_Personal	
10573	There is an urgent need for medical supplies in hyderabad for who got injuries in bomb blast	Emergency	Health	E_Health		
7538	Help us to handle this emergency situation	Emergency	Personal	E_Personal		
12721	Mike .. Will you call Peter once to check if he will come for meeting tomorrow	General	General	G_General		
5678	subscribe to membership tomorrow last day	To-Do	General	TD_General		
12750	Dear All, *** Happy Holi. *** I will not be able to come today due to festival and having cough & cold. Checking e-mails from home.	To-Do	General	TD_General		
5958	Shuttle at 5PM	To-Do	Urgent_Normal	TD_Urgent_Normal		
9337	Requirement of protection near home	Emergency	Personal	E_Personal		
1121	I will give you a call as as soon as possible as I know for sure.	To-Do	General	TD_General		
8733	I'm afraid we've run out of time for the meeting	General	General	G_General		
1456	We should call Tom.	General	General	G_General		
10172	I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx	General	General	G_General		
6150	Emergency! Our company has received a biological threat. Prepare to evacuate. Follow instructions from authorities.	Emergency	Health	E_Health		
1185	Call a taxi to pick us. (nerveimpulse)	To-Do	General	TD_General		
988	I have to go for tomorrow's special meeting	To-Do	General	TD_General		
1836	He called for a tax on earnings. (Source_VOA)	General	General	G_General		
12835	Sure will send u in a while	To-Do	General	TD_General		
6456	get your meal	To-Do	General	TD_General		
4605	Call back immediately,once you transfer the amount	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
